a, r, p, (r*a)%p, add ,sub, shift, even, neg, loop, fbr, sbr, tbr
74 84 113 1 10 21 25 10 0 16 5 5 6
75 110 113 1 1 8 3 1 0 3 1 0 2
76 58 113 1 5 18 23 9 0 13 4 5 4
77 91 113 1 6 16 20 8 0 12 4 4 4
78 71 113 1 6 24 25 10 0 16 5 5 6
79 103 113 1 5 15 15 6 0 10 3 3 4
80 89 113 1 7 25 20 8 0 14 4 4 6
81 60 113 1 6 15 19 7 0 11 5 2 4
82 51 113 1 11 27 25 10 0 17 5 5 7
83 64 113 1 13 24 23 9 0 16 5 4 7
84 74 113 1 8 26 25 10 0 16 5 5 6
85 4 113 1 5 11 10 4 0 7 2 2 3
86 46 113 1 13 18 23 9 0 14 4 5 5
87 13 113 1 7 15 13 5 0 9 3 2 4
88 9 113 1 5 13 13 5 0 8 2 3 3
89 80 113 1 8 17 23 9 0 14 5 4 5
90 54 113 1 11 18 25 10 0 15 5 5 5
91 77 113 1 7 16 25 10 0 14 5 5 4
92 43 113 1 6 21 23 9 0 14 4 5 5
93 96 113 1 6 14 18 7 0 11 4 3 4
94 107 113 1 3 13 10 4 0 7 2 2 3
95 69 113 1 9 19 23 9 0 14 4 5 5
96 93 113 1 8 18 18 7 0 12 3 4 5
97 7 113 1 3 13 8 3 0 6 2 1 3
98 15 113 1 10 23 20 8 0 14 4 4 6
99 8 113 1 6 11 15 6 0 9 3 3 3
100 26 113 1 8 15 20 8 0 12 4 4 4
101 47 113 1 4 18 23 9 0 13 5 4 4
102 41 113 1 9 19 25 10 0 15 5 5 5
103 79 113 1 7 19 25 10 0 15 5 5 5
104 25 113 1 6 17 18 7 0 11 3 4 4
105 14 113 1 4 17 15 6 0 10 3 3 4
106 16 113 1 7 11 20 8 0 11 4 4 3
107 94 113 1 5 13 18 7 0 10 4 3 3
108 45 113 1 8 21 23 9 0 14 4 5 5
109 28 113 1 5 21 20 8 0 13 4 4 5
110 75 113 1 6 18 25 10 0 14 5 5 4
111 56 113 1 6 25 25 10 0 16 5 5 6
112 112 113 1 0 4 0 0 0 1 0 0 1
2 64 127 1 1 24 25 10 0 16 5 5 6
3 85 127 1 1 15 23 9 0 12 4 5 3
4 32 127 1 4 27 25 10 0 17 5 5 7
5 51 127 1 1 19 23 9 0 13 5 4 4
6 106 127 1 1 14 20 8 0 11 4 4 3
7 109 127 1 1 11 18 7 0 9 3 4 2
8 16 127 1 4 23 20 8 0 14 4 4 6
9 113 127 1 1 13 13 5 0 8 2 3 3
10 89 127 1 7 24 25 10 0 16 5 5 6
11 104 127 1 3 11 18 7 0 10 4 3 3
12 53 127 1 8 20 25 10 0 15 5 5 5
13 88 127 1 3 12 21 8 0 11 5 3 3
14 118 127 1 1 10 15 6 0 8 3 3 2
15 17 127 1 1 9 18 7 0 9 4 3 2
16 8 127 1 4 19 15 6 0 11 3 3 5
17 15 127 1 1 19 13 5 0 9 3 2 4
18 120 127 1 1 12 10 4 0 7 2 2 3
19 107 127 1 5 18 18 7 0 11 3 4 4
20 108 127 1 5 20 20 8 0 13 4 4 5
21 121 127 1 1 9 8 3 0 5 1 2 2
22 52 127 1 8 14 23 9 0 13 4 5 4
23 116 127 1 3 11 13 5 0 8 3 2 3
24 90 127 1 9 24 25 10 0 16 5 5 6
25 61 127 1 2 20 21 8 0 12 5 3 4
26 44 127 1 8 14 25 10 0 14 5 5 4
27 80 127 1 8 17 21 8 0 13 5 3 5
28 59 127 1 11 19 25 10 0 15 5 5 5
29 92 127 1 6 17 23 9 0 13 5 4 4
30 72 127 1 5 17 25 10 0 14 5 5 4
31 41 127 1 3 14 23 9 0 12 5 4 3
32 4 127 1 4 15 10 4 0 8 2 2 4
33 77 127 1 10 22 23 9 0 15 4 5 6
34 71 127 1 8 24 21 8 0 14 3 5 6
35 98 127 1 8 18 18 7 0 12 4 3 5
36 60 127 1 10 20 25 10 0 15 5 5 5
37 103 127 1 7 21 20 8 0 13 4 4 5
38 117 127 1 5 17 15 6 0 10 3 3 4
39 114 127 1 1 13 11 4 0 7 3 1 3
40 54 127 1 12 26 25 10 0 17 5 5 7
41 31 127 1 3 20 18 7 0 11 4 3 4
42 124 127 1 1 8 5 2 0 4 1 1 2
43 65 127 1 11 16 25 10 0 15 5 5 5
44 26 127 1 8 14 20 8 0 12 4 4 4
45 48 127 1 9 21 23 9 0 15 4 5 6
46 58 127 1 13 18 25 10 0 15 5 5 5
47 100 127 1 6 20 18 7 0 12 4 3 5
48 45 127 1 11 18 25 10 0 15 5 5 5
49 70 127 1 10 17 21 8 0 13 5 3 5
50 94 127 1 12 23 25 10 0 16 5 5 6
51 5 127 1 1 9 8 3 0 5 2 1 2
52 22 127 1 4 14 16 6 0 9 2 4 3
53 12 127 1 3 13 13 5 0 8 2 3 3
54 40 127 1 9 25 25 10 0 17 5 5 7
55 97 127 1 8 18 20 8 0 13 4 4 5
56 93 127 1 12 23 25 10 0 16 5 5 6
57 78 127 1 5 19 23 9 0 13 5 4 4
58 46 127 1 9 20 25 10 0 15 5 5 5
59 28 127 1 4 19 18 7 0 11 3 4 4
60 36 127 1 7 19 25 10 0 15 5 5 5
61 25 127 1 2 14 16 6 0 9 4 2 3
62 84 127 1 5 19 25 10 0 14 5 5 4
63 125 127 1 0 5 3 1 0 2 0 1 1
64 2 127 1 4 11 5 2 0 5 1 1 3
65 43 127 1 10 18 21 8 0 13 5 3 5
66 102 127 1 10 21 20 8 0 14 4 4 6
67 91 127 1 8 21 23 9 0 14 4 5 5
68 99 127 1 12 25 20 8 0 15 4 4 7
69 81 127 1 10 17 21 8 0 13 3 5 5
70 49 127 1 13 26 23 9 0 16 4 5 7
71 34 127 1 17 28 25 10 0 19 5 5 9
72 30 127 1 10 18 16 6 0 11 2 4 5
73 87 127 1 11 23 23 9 0 15 4 5 6
74 115 127 1 8 19 13 5 0 10 2 3 5
75 105 127 1 7 21 20 8 0 13 4 4 5
76 122 127 1 5 12 8 3 0 6 1 2 3
77 33 127 1 12 20 23 9 0 15 5 4 6
78 57 127 1 11 18 21 8 0 13 3 5 5
79 82 127 1 10 23 21 8 0 14 5 3 6
80 27 127 1 12 22 20 8 0 14 4 4 6
81 69 127 1 12 17 25 10 0 15 5 5 5
82 79 127 1 12 23 23 9 0 15 4 5 6
83 101 127 1 10 15 20 8 0 12 4 4 4
84 62 127 1 13 19 25 10 0 15 5 5 5
85 3 127 1 1 9 3 1 0 3 1 0 2
86 96 127 1 6 16 18 7 0 11 3 4 4
87 73 127 1 13 25 25 10 0 17 5 5 7
88 13 127 1 4 14 11 4 0 7 1 3 3
89 10 127 1 7 15 15 6 0 10 3 3 4
90 24 127 1 7 19 20 8 0 13 4 4 5
91 67 127 1 10 19 25 10 0 15 5 5 5
92 29 127 1 9 20 18 7 0 12 3 4 5
93 56 127 1 11 35 25 10 0 19 5 5 9
94 50 127 1 10 26 23 9 0 16 4 5 7
95 123 127 1 6 16 10 4 0 8 2 2 4
96 86 127 1 11 22 25 10 0 16 5 5 6
97 55 127 1 10 25 23 9 0 15 5 4 6
98 35 127 1 13 26 25 10 0 17 5 5 7
99 68 127 1 12 16 23 9 0 14 5 4 5
100 47 127 1 14 25 25 10 0 17 5 5 7
101 83 127 1 11 16 25 10 0 14 5 5 4
102 66 127 1 7 17 21 8 0 12 3 5 4
103 37 127 1 8 20 23 9 0 14 5 4 5
104 11 127 1 4 14 13 5 0 8 2 3 3
105 75 127 1 8 21 23 9 0 14 4 5 5
106 6 127 1 3 13 10 4 0 7 2 2 3
107 19 127 1 6 16 16 6 0 10 4 2 4
108 20 127 1 8 19 20 8 0 13 4 4 5
109 7 127 1 2 14 8 3 0 6 2 1 3
110 112 127 1 4 17 13 5 0 9 2 3 4
111 119 127 1 6 22 15 6 0 11 3 3 5
112 110 127 1 10 20 20 8 0 13 4 4 5
113 9 127 1 1 9 9 3 0 5 3 0 2
114 39 127 1 8 21 25 10 0 15 5 5 5
115 74 127 1 10 18 23 9 0 14 5 4 5
116 23 127 1 5 20 18 7 0 11 3 4 4
117 38 127 1 9 20 25 10 0 15 5 5 5
118 14 127 1 4 19 15 6 0 10 3 3 4
119 111 127 1 8 27 20 8 0 14 4 4 6
120 18 127 1 7 15 20 8 0 12 4 4 4
121 21 127 1 3 14 16 6 0 9 4 2 3
122 76 127 1 6 19 23 9 0 13 4 5 4
123 95 127 1 8 32 25 10 0 17 5 5 7
124 42 127 1 8 20 25 10 0 15 5 5 5
125 -4255 127 -126 10 24 23 9 0 15 5 4 6
126 126 127 1 0 4 0 0 0 1 0 0 1
2 66 131 1 3 11 30 12 0 14 6 6 2
3 44 131 1 6 11 26 10 0 13 4 6 3
4 33 131 1 6 14 30 12 0 15 6 6 3
5 105 131 1 6 12 23 9 0 12 4 5 3
6 22 131 1 6 11 23 9 0 12 4 5 3
7 75 131 1 11 24 30 12 0 19 6 6 7
8 82 131 1 7 18 30 12 0 16 6 6 4
9 102 131 1 7 12 23 9 0 12 5 4 3
10 118 131 1 6 11 20 8 0 11 4 4 3
11 12 131 1 3 8 16 6 0 8 2 4 2
12 11 131 1 6 11 20 8 0 11 4 4 3
13 121 131 1 4 13 18 7 0 10 3 4 3
14 103 131 1 7 23 25 10 0 16 5 5 6
15 35 131 1 9 23 28 11 0 17 6 5 6
16 41 131 1 9 20 30 12 0 17 6 6 5
17 54 131 1 7 14 28 11 0 14 5 6 3
18 51 131 1 8 21 28 11 0 16 5 6 5
19 69 131 1 11 14 30 12 0 16 6 6 4
20 59 131 1 10 15 26 10 0 14 4 6 4
21 25 131 1 5 13 21 8 0 11 5 3 3
22 6 131 1 3 8 13 5 0 7 2 3 2
23 57 131 1 7 21 28 11 0 16 6 5 5
24 2691 131 1 7 22 28 11 0 16 5 6 5
25 21 131 1 5 17 21 8 0 12 5 3 4
26 126 131 1 4 12 15 6 0 9 3 3 3
27 34 131 1 13 23 30 12 0 19 6 6 7
28 117 131 1 9 16 20 8 0 13 4 4 5
29 122 131 1 4 11 18 7 0 10 4 3 3
30 83 131 1 8 29 30 12 0 19 6 6 7
31 93 131 1 7 16 28 11 0 15 5 6 4
32 86 131 1 10 23 30 12 0 18 6 6 6
33 4 131 1 0 4 6 2 0 3 0 2 1
34 27 131 1 7 14 25 10 0 13 5 5 3
35 15 131 1 4 9 16 6 0 8 4 2 2
36 91 131 1 13 24 30 12 0 18 6 6 6
37 85 131 1 10 17 28 11 0 15 5 6 4
38 100 131 1 7 16 25 10 0 14 5 5 4
39 84 131 1 8 16 26 10 0 14 6 4 4
40 95 131 1 11 26 30 12 0 19 6 6 7
41 16 131 1 4 14 20 8 0 12 4 4 4
42 78 131 1 5 17 28 11 0 15 5 6 4
43 64 131 1 5 18 30 12 0 17 6 6 5
44 3 131 1 3 8 10 4 0 6 2 2 2
45 99 131 1 11 17 25 10 0 15 5 5 5
46 94 131 1 11 25 30 12 0 19 6 6 7
47 92 131 1 11 18 28 11 0 17 6 5 6
48 1411 131 1 7 21 25 10 0 15 5 5 5
49 123 131 1 8 17 15 6 0 11 3 3 5
50 76 131 1 13 25 30 12 0 19 6 6 7
51 18 131 1 8 15 21 8 0 12 3 5 4
52 63 131 1 14 21 30 12 0 18 6 6 6
53 89 131 1 6 17 24 9 0 13 3 6 4
54 17 131 1 8 22 25 10 0 16 5 5 6
55 81 131 1 10 21 28 11 0 17 5 6 6
56 124 131 1 5 15 15 6 0 10 3 3 4
57 23 131 1 8 18 21 8 0 13 5 3 5
58 61 131 1 12 17 30 12 0 18 6 6 6
59 20 131 1 6 15 23 9 0 13 4 5 4
60 107 131 1 8 19 23 9 0 14 4 5 5
61 58 131 1 9 30 30 12 0 20 6 6 8
62 112 131 1 7 15 25 10 0 14 5 5 4
63 52 131 1 7 19 28 11 0 16 5 6 5
64 43 131 1 12 25 30 12 0 19 6 6 7
65 129 131 1 0 5 3 1 0 2 0 1 1
66 2 131 1 0 4 3 1 0 2 0 1 1
67 88 131 1 9 16 28 11 0 15 6 5 4
68 79 131 1 8 19 28 11 0 15 5 6 4
69 19 131 1 9 16 23 9 0 13 5 4 4
70 73 131 1 7 15 26 10 0 13 4 6 3
71 24 131 1 9 14 23 9 0 13 4 5 4
72 111 131 1 9 20 23 9 0 14 4 5 5
73 70 131 1 14 21 28 11 0 17 6 5 6
74 108 131 1 10 16 25 10 0 14 5 5 4
75 7 131 1 4 8 11 4 0 6 3 1 2
76 50 131 1 9 19 28 11 0 16 5 6 5
77 114 131 1 9 15 23 9 0 13 5 4 4
78 42 131 1 12 20 30 12 0 17 6 6 5
79 68 131 1 15 19 28 11 0 17 6 5 6
80 113 131 1 11 20 25 10 0 16 5 5 6
81 55 131 1 12 24 28 11 0 18 6 5 7
82 8 131 1 7 8 13 5 0 8 2 3 3
83 30 131 1 10 26 25 10 0 17 5 5 7
84 39 131 1 10 18 30 12 0 17 6 6 5
85 37 131 1 10 20 28 11 0 17 6 5 6
86 32 131 1 10 10 23 9 0 13 4 5 4
87 128 131 1 3 6 8 3 0 5 2 1 2
88 67 131 1 6 24 28 11 0 16 5 6 5
89 53 131 1 6 21 28 11 0 16 6 5 5
90 115 131 1 5 18 18 7 0 11 3 4 4
91 36 131 1 8 19 28 11 0 16 5 6 5
92 47 131 1 10 18 30 12 0 17 6 6 5
93 31 131 1 5 21 21 8 0 13 5 3 5
94 46 131 1 10 24 30 12 0 19 6 6 7
95 40 131 1 8 17 26 10 0 15 4 6 5
96 116 131 1 5 19 20 8 0 13 4 4 5
97 104 131 1 5 19 23 9 0 14 5 4 5
98 127 131 1 4 16 10 4 0 8 2 2 4
99 45 131 1 7 23 26 10 0 16 6 4 6
100 38 131 1 15 29 30 12 0 20 6 6 8
101 48 131 1 11 21 26 10 0 16 4 6 6
102 9 131 1 8 15 18 7 0 11 3 4 4
103 14 131 1 11 17 20 8 0 13 4 4 5
104 97 131 1 15 25 30 12 0 19 6 6 7
105 5 131 1 4 11 11 4 0 7 3 1 3
106 110 131 1 6 16 21 8 0 12 3 5 4
107 60 131 1 9 25 30 12 0 18 6 6 6
108 74 131 1 9 30 30 12 0 20 6 6 8
109 125 131 1 5 15 15 6 0 10 3 3 4
110 106 131 1 10 20 25 10 0 16 5 5 6
111 72 131 1 13 23 26 10 0 17 6 4 7
112 62 131 1 13 21 30 12 0 18 6 6 6
113 80 131 1 10 22 28 11 0 17 6 5 6
114 2435 131 1 10 35 30 12 0 20 6 6 8
115 90 131 1 10 27 28 11 0 18 6 5 7
116 96 131 1 13 21 30 12 0 19 6 6 7
117 28 131 1 6 20 25 10 0 15 5 5 5
118 10 131 1 6 15 20 8 0 12 4 4 4
119 120 131 1 5 15 18 7 0 11 4 3 4
120 119 131 1 8 18 20 8 0 13 4 4 5
121 13 131 1 5 15 16 6 0 10 4 2 4
122 29 131 1 11 24 25 10 0 17 5 5 7
123 49 131 1 9 27 26 10 0 17 6 4 7
124 56 131 1 13 20 30 12 0 18 6 6 6
125 109 131 1 7 20 25 10 0 15 5 5 5
126 26 131 1 7 19 25 10 0 15 5 5 5
127 98 131 1 9 31 28 11 0 19 6 5 8
128 87 131 1 13 29 30 12 0 20 6 6 8
129 65 131 1 3 11 18 6 0 8 6 0 2
130 130 131 1 0 4 0 0 0 1 0 0 1
2 69 137 1 3 11 26 10 0 12 4 6 2
3 46 137 1 7 9 28 11 0 14 5 6 3
4 103 137 1 3 10 23 9 0 11 4 5 2
5 55 137 1 7 9 28 11 0 14 6 5 3
6 23 137 1 7 9 25 10 0 13 5 5 3
7 98 137 1 7 16 28 11 0 15 6 5 4
8 120 137 1 3 9 20 8 0 10 4 4 2
9 61 137 1 7 18 28 11 0 15 6 5 4
10 96 137 1 8 13 30 12 0 16 6 6 4
11 25 137 1 5 14 23 9 0 12 5 4 3
12 80 137 1 8 18 30 12 0 17 6 6 5
13 116 137 1 7 18 23 9 0 14 5 4 5
14 49 137 1 9 18 30 12 0 17 6 6 5
15 64 137 1 7 24 30 12 0 19 6 6 7
16 60 137 1 6 12 26 10 0 13 4 6 3
17 129 137 1 0 7 9 3 0 4 0 3 1
18 99 137 1 12 22 30 12 0 18 6 6 6
19 101 137 1 12 22 30 12 0 18 6 6 6
20 48 137 1 10 15 30 12 0 17 6 6 5
21 124 137 1 7 10 18 7 0 10 4 3 3
22 81 137 1 6 19 28 11 0 15 5 6 4
23 6 137 1 4 7 13 5 0 7 2 3 2
24 40 137 1 10 20 30 12 0 18 6 6 6
25 11 137 1 7 12 18 7 0 10 4 3 3
26 58 137 1 14 23 30 12 0 19 6 6 7
27 66 137 1 6 25 30 12 0 18 6 6 6
28 93 137 1 10 21 30 12 0 18 6 6 6
29 52 137 1 10 25 28 11 0 18 5 6 7
30 32 137 1 11 16 25 10 0 16 5 5 6
31 84 137 1 5 20 28 11 0 16 6 5 5
32 30 137 1 6 12 23 9 0 12 4 5 3
33 54 137 1 7 22 30 12 0 17 6 6 5
34 133 137 1 0 6 6 2 0 3 0 2 1
35 47 137 1 6 12 26 10 0 13 6 4 3
36 118 137 1 8 19 25 10 0 15 5 5 5
37 100 137 1 9 16 28 11 0 15 6 5 4
38 119 137 1 12 19 25 10 0 16 5 5 6
39 130 137 1 5 8 13 5 0 7 3 2 2
40 24 137 1 6 11 21 8 0 11 3 5 3
41 127 137 1 6 12 18 7 0 10 3 4 3
42 62 137 1 14 23 30 12 0 18 6 6 6
43 51 137 1 9 20 26 10 0 15 6 4 5
44 109 137 1 6 18 25 10 0 14 5 5 4
45 67 137 1 8 20 28 11 0 16 6 5 5
46 3 137 1 4 7 10 4 0 6 2 2 2
47 35 137 1 13 21 28 11 0 17 6 5 6
48 20 137 1 10 16 25 10 0 15 5 5 5
49 14 137 1 10 12 20 8 0 12 4 4 4
50 74 137 1 10 19 28 11 0 16 5 6 5
51 43 137 1 14 24 28 11 0 18 6 5 7
52 29 137 1 18 26 25 10 0 18 5 5 8
53 106 137 1 11 18 23 9 0 15 5 4 6
54 33 137 1 12 20 25 10 0 16 5 5 6
55 5 137 1 5 12 13 5 0 8 3 2 3
56 115 137 1 6 16 21 8 0 12 3 5 4
57 125 137 1 5 17 18 7 0 11 3 4 4
58 26 137 1 8 23 25 10 0 16 5 5 6
59 72 137 1 11 21 28 11 0 17 6 5 6
60 16 137 1 9 18 20 8 0 14 4 4 6
61 9 137 1 5 14 16 6 0 9 4 2 3
62 42 137 1 9 23 30 12 0 18 6 6 6
63 87 137 1 9 18 26 10 0 15 4 6 5
64 15 137 1 6 12 20 8 0 11 4 4 3
65 78 137 1 11 21 28 11 0 17 6 5 6
66 27 137 1 9 16 25 10 0 14 5 5 4
67 45 137 1 9 17 28 11 0 15 6 5 4
68 135 137 1 0 5 3 1 0 2 0 1 1
69 2 137 1 0 4 3 1 0 2 0 1 1
70 92 137 1 8 15 30 12 0 16 6 6 4
71 110 137 1 6 11 23 9 0 12 5 4 3
72 59 137 1 14 24 30 12 0 19 6 6 7
73 122 137 1 5 8 14 5 0 7 4 1 2
74 50 137 1 12 18 30 12 0 17 6 6 5
75 95 137 1 8 17 26 10 0 14 4 6 4
76 128 137 1 8 16 20 8 0 13 4 4 5
77 121 137 1 8 12 18 7 0 10 3 4 3
78 65 137 1 13 14 30 12 0 16 6 6 4
79 111 137 1 7 12 21 8 0 11 3 5 3
80 12 137 1 6 11 18 7 0 10 3 4 3
81 22 137 1 10 20 25 10 0 15 5 5 5
82 132 137 1 6 11 15 6 0 9 3 3 3
83 104 137 1 14 19 23 9 0 15 5 4 6
84 31 137 1 15 21 23 9 0 15 4 5 6
85 108 137 1 8 14 21 8 0 12 5 3 4
86 94 137 1 13 23 30 12 0 19 6 6 7
87 63 137 1 10 24 28 11 0 17 6 5 6
88 123 137 1 7 11 16 6 0 9 2 4 3
89 117 137 1 9 16 23 9 0 13 4 5 4
90 102 137 1 14 20 30 12 0 18 6 6 6
91 134 137 1 4 7 8 3 0 5 2 1 2
92 5961 137 1 9 28 30 12 0 18 6 6 6
93 28 137 1 7 15 23 9 0 13 4 5 4
94 86 137 1 9 28 30 12 0 19 6 6 7
95 75 137 1 13 21 30 12 0 18 6 6 6
96 10 137 1 5 12 16 6 0 9 2 4 3
97 113 137 1 10 25 25 10 0 16 5 5 6
98 7 137 1 5 15 15 6 0 10 3 3 4
99 18 137 1 8 21 23 9 0 14 4 5 5
100 37 137 1 10 28 30 12 0 19 6 6 7
101 19 137 1 8 22 21 8 0 14 5 3 6
102 90 137 1 12 34 30 12 0 21 6 6 9
103 4 137 1 4 14 10 4 0 8 2 2 4
104 83 137 1 10 22 28 11 0 17 5 6 6
105 107 137 1 10 21 23 9 0 15 4 5 6
106 53 137 1 13 28 28 11 0 19 5 6 8
107 105 137 1 13 23 25 10 0 16 5 5 6
108 85 137 1 13 24 28 11 0 18 5 6 7
109 44 137 1 13 22 30 12 0 18 6 6 6
110 71 137 1 9 25 30 12 0 18 6 6 6
111 79 137 1 13 22 30 12 0 18 6 6 6
112 126 137 1 6 15 18 7 0 11 3 4 4
113 97 137 1 9 28 28 11 0 18 5 6 7
114 131 137 1 5 16 15 6 0 10 3 3 4
115 56 137 1 11 27 30 12 0 20 6 6 8
116 13 137 1 8 19 18 7 0 12 3 4 5
117 89 137 1 14 28 30 12 0 19 6 6 7
118 36 137 1 12 28 30 12 0 19 6 6 7
119 38 137 1 12 29 30 12 0 20 6 6 8
120 8 137 1 5 18 15 6 0 11 3 3 5
121 77 137 1 14 34 30 12 0 22 6 6 10
122 73 137 1 8 28 30 12 0 18 6 6 6
123 88 137 1 6 20 26 10 0 15 6 4 5
124 21 137 1 9 19 23 9 0 14 4 5 5
125 57 137 1 8 26 28 11 0 17 6 5 6
126 112 137 1 9 17 23 9 0 14 4 5 5
127 41 137 1 10 30 28 11 0 18 6 5 7
128 76 137 1 9 16 26 10 0 14 4 6 4
129 17 137 1 3 11 12 4 0 6 4 0 2
130 39 137 1 13 29 30 12 0 20 6 6 8
131 114 137 1 9 17 23 9 0 13 5 4 4
132 82 137 1 11 21 28 11 0 16 5 6 5
133 34 137 1 6 15 25 10 0 13 5 5 3
134 91 137 1 11 21 30 12 0 17 6 6 5
135 68 137 1 7 20 30 12 0 16 6 6 4
136 136 137 1 0 4 0 0 0 1 0 0 1
2 70 139 1 5 15 30 12 0 15 6 6 3
3 93 139 1 8 11 28 11 0 14 5 6 3
4 35 139 1 6 20 30 12 0 16 6 6 4
5 28 139 1 4 8 21 8 0 10 3 5 2
6 116 139 1 8 10 25 10 0 13 5 5 3
7 20 139 1 4 11 21 8 0 11 3 5 3
8 87 139 1 7 23 30 12 0 17 6 6 5
9 31 139 1 6 8 23 9 0 11 5 4 2
10 14 139 1 4 8 18 7 0 9 3 4 2
11 38 139 1 9 16 28 11 0 15 5 6 4
12 58 139 1 11 13 28 11 0 15 5 6 4
13 107 139 1 12 25 25 10 0 17 5 5 7
14 10 139 1 4 11 18 7 0 10 3 4 3
15 102 139 1 12 26 28 11 0 18 6 5 7
16 113 139 1 7 14 23 9 0 12 4 5 3
17 90 139 1 8 14 28 11 0 14 6 5 3
18 85 139 1 8 12 28 11 0 14 5 6 3
19 22 139 1 7 14 23 9 0 12 4 5 3
20 7 139 1 4 8 15 6 0 8 3 3 2
21 53 139 1 10 17 28 11 0 16 6 5 5
22 19 139 1 9 16 25 10 0 14 5 5 4
23 133 139 1 3 7 13 5 0 7 2 3 2
24 29 139 1 11 13 25 10 0 14 5 5 4
25 89 139 1 10 14 26 10 0 14 4 6 4
26 123 139 1 8 24 20 8 0 14 4 4 6
27 103 139 1 10 29 30 12 0 19 6 6 7
28 5 139 1 4 11 15 6 0 9 3 3 3
29 24 139 1 11 17 25 10 0 15 5 5 5
30 51 139 1 16 26 30 12 0 20 6 6 8
31 9 139 1 5 12 18 7 0 10 4 3 3
32 126 139 1 7 13 20 8 0 11 4 4 3
33 59 139 1 9 24 28 11 0 16 6 5 5
34 45 139 1 10 16 30 12 0 16 6 6 4
35 4 139 1 0 4 6 2 0 3 0 2 1
36 112 139 1 8 11 25 10 0 13 5 5 3
37 124 139 1 5 8 16 6 0 8 4 2 2
38 11 139 1 7 14 20 8 0 11 4 4 3
39 82 139 1 10 14 28 11 0 15 6 5 4
40 907 139 1 7 20 28 11 0 15 5 6 4
41 78 139 1 12 22 28 11 0 17 6 5 6
42 96 139 1 11 23 30 12 0 19 6 6 7
43 97 139 1 11 21 30 12 0 17 6 6 5
44 79 139 1 11 25 30 12 0 18 6 6 6
45 34 139 1 7 21 25 10 0 15 5 5 5
46 136 139 1 3 6 10 4 0 6 2 2 2
47 71 139 1 16 19 30 12 0 18 6 6 6
48 84 139 1 12 16 28 11 0 16 5 6 5
49 122 139 1 9 12 18 7 0 11 4 3 4
50 114 139 1 10 13 23 9 0 13 4 5 4
51 30 139 1 8 23 25 10 0 16 5 5 6
52 131 139 1 8 17 15 6 0 11 3 3 5
53 21 139 1 10 20 23 9 0 15 5 4 6
54 121 139 1 13 24 25 10 0 17 5 5 7
55 91 139 1 10 18 28 11 0 16 5 6 5
56 72 139 1 6 24 30 12 0 18 6 6 6
57 100 139 1 8 18 28 11 0 16 6 5 5
58 12 139 1 5 16 18 7 0 11 3 4 4
59 33 139 1 6 22 21 8 0 13 5 3 5
60 95 139 1 10 22 30 12 0 18 6 6 6
61 98 139 1 14 28 28 11 0 19 6 5 8
62 74 139 1 6 24 30 12 0 18 6 6 6
63 64 139 1 6 22 30 12 0 18 6 6 6
64 63 139 1 13 19 30 12 0 17 6 6 5
65 77 139 1 12 23 30 12 0 18 6 6 6
66 99 139 1 14 28 30 12 0 19 6 6 7
67 83 139 1 10 17 28 11 0 15 5 6 4
68 92 139 1 10 20 30 12 0 17 6 6 5
69 137 139 1 0 5 3 1 0 2 0 1 1
70 2 139 1 0 4 3 1 0 2 0 1 1
71 47 139 1 8 13 24 9 0 12 6 3 3
72 56 139 1 10 14 28 11 0 15 5 6 4
73 40 139 1 12 20 28 11 0 17 5 6 6
74 62 139 1 9 10 26 10 0 13 4 6 3
75 76 139 1 11 17 28 11 0 16 6 5 5
76 75 139 1 7 24 28 11 0 16 5 6 5
77 65 139 1 9 29 28 11 0 18 6 5 7
78 41 139 1 13 17 30 12 0 17 6 6 5
79 44 139 1 9 16 28 11 0 15 5 6 4
80 523 139 1 7 19 25 10 0 14 5 5 4
81 127 139 1 6 12 18 7 0 10 3 4 3
82 39 139 1 12 30 30 12 0 20 6 6 8
83 67 139 1 8 22 26 10 0 15 6 4 5
84 48 139 1 16 20 30 12 0 18 6 6 6
85 18 139 1 14 23 25 10 0 17 5 5 7
86 118 139 1 11 22 25 10 0 16 5 5 6
87 8 139 1 7 8 13 5 0 8 2 3 3
88 109 139 1 10 26 25 10 0 17 5 5 7
89 25 139 1 8 15 23 9 0 13 5 4 4
90 17 139 1 10 14 20 8 0 12 4 4 4
91 55 139 1 11 16 28 11 0 15 6 5 4
92 68 139 1 12 16 28 11 0 16 5 6 5
93 3 139 1 3 8 8 3 0 5 2 1 2
94 105 139 1 5 16 21 8 0 12 3 5 4
95 60 139 1 10 22 30 12 0 18 6 6 6
96 42 139 1 9 22 30 12 0 18 6 6 6
97 43 139 1 7 19 26 10 0 14 6 4 4
98 61 139 1 9 23 26 10 0 16 4 6 6
99 66 139 1 8 26 30 12 0 18 6 6 6
100 57 139 1 11 22 28 11 0 17 5 6 6
101 128 139 1 6 14 18 7 0 11 4 3 4
102 15 139 1 8 26 20 8 0 15 4 4 7
103 27 139 1 9 28 23 9 0 16 5 4 7
104 135 139 1 4 16 10 4 0 8 2 2 4
105 94 139 1 9 24 26 10 0 16 6 4 6
106 2443 139 1 11 37 30 12 0 21 6 6 9
107 13 139 1 7 19 16 6 0 11 4 2 5
108 130 139 1 9 20 20 8 0 14 4 4 6
109 88 139 1 10 21 26 10 0 16 6 4 6
